coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"-93.34724,45.1089",Fri Jul 03 05:21:44 +0000 2020,,,https://www.instagram.com/p/CCKwLyqgFKP/?igshid=yn9f5tfl6ma4,0,1278921849448083458,,,,en,"Brooklyn Park, MN",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Friday KHUTBAH schedule!! Please be on time and don’t forget to have WUDU prior coming to the Masjid, Wear MASK, Bring your OWN prayer rug and practice social distancing!! @ Brooklyn Park, Minnesota https://t.co/C3f3UPcBfQ",https://twitter.com/Aaicmpls/status/1278921849448083458,Sat Sep 09 07:01:58 +0000 2017,Aaicmpls,false,,1,4,12,0,"Minneapolis, MN",abubakarmpls,Aaicmpls,34,,,false
"106.8233,-6.1803",Fri Jul 03 04:39:21 +0000 2020,STAYHOME DIRUMAHAJA covid_19 staysave keephealty nike newhair newhaircolour zepetomodel zepetophoto zepetoindonesia zepeto,,https://www.instagram.com/p/CCKrVWcgJ3a/?igshid=1jg10uq86h21t,0,1278911183286939653,,,,en,"Tanah Abang, Indonesia",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Aluna Second New Style
🤟🤟🤟

Zepeto Code UTK723.
Add Me And Lets Be Friend.

#STAYHOME #DIRUMAHAJA #covid_19 #staysave #keephealty #nike #newhair #newhaircolour #zepetomodel #zepetophoto #zepetoindonesia #zepeto… https://t.co/HpTHXSIekm",https://twitter.com/Tharyvelidzza/status/1278911183286939653,Mon Aug 31 01:25:37 +0000 2009,Tharyvelidzza,false,^Im Vlogger^ IG: @mentary2407 Bigo Live: @mentary2407 Watch like share and subscribe My Youtube Channel ⬇️⬇️⬇️,106,468,403,7,Indonesia,メンタリ ✨Mentari✨,Tharyvelidzza,9700,,https://www.youtube.com/watch?v=bVJqZU02Fu0,false
"-0.1623197,51.5456005",Fri Jul 03 05:52:01 +0000 2020,,,https://www.instagram.com/p/CCKzpppnoP5/?igshid=1ko3bf3nxrb1e,2,1278929470850772992,,,,en,"Camden Town, London",false,1,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",We made a promise before lockdown to give NHS staff a 10% discount when we re-open and we have not forgotten. Just bring along your ID and you can get a 10% discount. We know you will all continue to support us and… https://t.co/0J6mWGR0UM,https://twitter.com/ChamomileCafe1/status/1278929470850772992,Tue Apr 03 21:50:47 +0000 2018,ChamomileCafe1,false,Open 4th July. please help us manage our customer flow and pre-book if you can although walk-ins will be welcome.,167,166,612,4,NW3 4YD,Chamomile Cafe,ChamomileCafe1,780,,http://www.chamomilecafe.co.uk,false
"-74.00187056,40.7332086",Fri Jul 03 05:32:32 +0000 2020,,https://twitter.com/chismetime/status/1278924567222743040/photo/1,http://dlvr.it/RZs8lG,0,1278924567222743040,,,,en,"Manhattan, NY",false,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Australia Locks Down 300,000 in Melbourne Area After Coronavirus Surge: The authorities have locked down 300,000 people in areas around Melbourne heavily populated by immigrants, reinforcing the coronavirus’s outsized impact on… https://t.co/Sz8HMZR2ak (vía NYtimes) https://t.co/vdXNjd99wH",https://twitter.com/chismetime/status/1278924567222743040,Mon Nov 23 06:00:07 +0000 2009,chismetime,false,"Spanish & English gossip news / chismes. I love all chismes! (sources: TMZ, PerezHilton, En el Brasero and mx hola! we added +news/noticias (El Universal) xx",1,276,12,5,Your tongue,Chisme Time,chismetime,208113,,https://www.facebook.com/chismetimeone,false
"-82.74908354,37.56973267",Fri Jul 03 04:37:26 +0000 2020,,,,3,1278910699255848961,dstncllns,1278841668112875500,128785951,en,"Kentucky, USA",,0,,,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",@dstncllns @502eire @dancanon Wait. There is content that is outside the world of political Twitter? I thought we stopped sports for covid?,https://twitter.com/KYCara/status/1278910699255848961,Fri Jun 15 21:48:09 +0000 2012,KYCara,false,"Kentucky, bourbon, yoga & feminism are for everybody #BBN #BLM #berea
Caring policy ninja in training / she or they",13238,3675,1929,109,"Covington via Floyd County, KY",Cara Stewart,KYCara,84665,,,false
"-118.0076,33.6638",Fri Jul 03 04:26:05 +0000 2020,covid19 covid_19 wearamask explorepage,,https://www.instagram.com/p/CCKpz_-h6Lt/?igshid=183pkb7rvf791,0,1278907842590904322,,,,en,"Huntington Beach, CA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","The percentage of positive COVID-19 tests in Orange County jumped to 12% on Thursday, with an average of 9.7% of those tested in the past week testing positive.#covid19 #covid_19 #wearamask #explorepage… https://t.co/DNUgWuoH6Z",https://twitter.com/CharlesJM_/status/1278907842590904322,Sat Oct 24 09:52:08 +0000 2015,CharlesJM_,false,The only way to deal with an unfree world is to become so absolutely free that your very existence is an act of rebellion.  Camus,122,7,65,0,"Huntington Beach, CA",Charles,CharlesJM_,382,,https://www.nrapvf.org/grades/,false
"78.94093931,22.06022588",Fri Jul 03 05:52:56 +0000 2020,,,https://www.instagram.com/p/CCKzwXjlHXB/?igshid=16tageff1g74d,1,1278929701453660162,,,,en,"Chhindwara, India",false,1,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","DCICI
Design Centre Institute of creativity and Innovation.
We are pleased and motivated that even in this COVID 19 lock down period we are able to  provide best training and support with placements to our… https://t.co/eMGOwDWTOp",https://twitter.com/DesignCentre1/status/1278929701453660162,Wed Feb 13 05:24:38 +0000 2019,DesignCentre1,false,"Autodesk Authorized & ISO Certified Design Training Institute
Dedicated for best Training and placement for all Innovative, Creative & Technology loving Human.",41,66,62,0,"Indore, India",Design Centre,DesignCentre1,408,,http://www.dcici.in,false
"14.4215,50.0876",Fri Jul 03 05:32:26 +0000 2020,alfredlee vividxposure vividbabes,,https://www.instagram.com/p/CCKxaKbHMIH/?igshid=17cjlxzo7fbyp,0,1278924542640033793,,,,en,"Prague, Czech Republic",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","K n o c k  K n o c k !

H a p p y  F r i d a y 😎

with International Playboy and Penthouse Model Marketa from Prague.

Stay safe and practice social distancing peeps 😉

#alfredlee #vividxposure #vividbabes… https://t.co/jE1NkwTeDL",https://twitter.com/AlfredYKLee/status/1278924542640033793,Fri Jun 19 02:41:25 +0000 2009,AlfredYKLee,false,Fashion | Glamour | Lifestyle | Magazine | Lingerie | Models | Cosplay | Fitness | Portrait | Bodypaint | Swimwear | Profile | Vividbabes Mag |,4859,276,1053,8,"Kuala Lumpur, Malaysia",Vivid Xposure,AlfredYKLee,941,,https://onlyfans.com/vividbabes,false
"73.95009,18.56814",Fri Jul 03 04:36:01 +0000 2020,,,https://www.instagram.com/p/CCKq8VxgUqK/?igshid=1o5ej947908he,2,1278910344149295104,,,,en,"Haveli, India",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","The most important thing to understand in this pandemic is that sports players from each age group are getting affected with mental health for them 
Remember that you are the best player.… https://t.co/2TFzIXs3tc",https://twitter.com/lufcindia/status/1278910344149295104,Sun Jun 14 16:37:24 +0000 2015,lufcindia,false,"Legends United Football Club India Is An Indian Soccer Club And Best Football Training & Coaching Academy In Pune Maharashtra ,India.
Established in 2007",215,31,9,0,India,Legends United FC,lufcindia,113,,http://www.lufcpune.club,false
"-104.80817601,39.74121836",Fri Jul 03 05:22:08 +0000 2020,coronafindyourbeach corona diy beer craftbeer beerporn beerstagram beers beergeek beerlover beerme beertography beernerd beertime beersofinstagram,,https://www.instagram.com/p/CCKwJ4EBA-6/?igshid=bb0n0s54df4h,1,1278921947426897920,corona,,289900457,en,"Colorado, USA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","@corona make it your own, get out of the routine!! #coronafindyourbeach #corona  #diy #beer #craftbeer #beerporn #beerstagram #beers #beergeek #beerlover #beerme #beertography #beernerd #beertime #beersofinstagram… https://t.co/zQdibAKtmU",https://twitter.com/ArleneMSL/status/1278921947426897920,Sun Mar 01 18:02:53 +0000 2009,ArleneMSL,false,"#100%boricua #grandma #mom #blogger #journalist #entertainment #fashion #beauty #travel #food #YSEI misangrelatina@gmail.com 
Snapchat @mysangrelatina",1169,5692,1014,129,"Bayamón, USA",Arlene Martinez,ArleneMSL,103846,,http://www.mysangrelatina.com,false
"-118.24467951,34.04713998",Fri Jul 03 05:37:52 +0000 2020,,,https://www.instagram.com/p/CCKyBzClRQo/?igshid=17bu2p3loyv11,1,1278925906589990913,,,,en,"Los Angeles, CA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","My most recent obsession: origami roses! Stepped away from the game for a minute, and things changed up...

#origami#paperfolding#flowers#roses#kawasakirose#lockdown#hobby#wip @ My Home https://t.co/sP7ZoyWjoj",https://twitter.com/deehamaguchi/status/1278925906589990913,Wed Feb 25 01:04:47 +0000 2009,deehamaguchi,false,"Fighter💟Judo🥋Boxing🥊MMA👊🏼
Ambsdr @nuunhydration💦@honeystringer🐝@soundprobiotics
AffLt @everlast⚡@uswellnessmeats🐂",8679,406,1993,45,🌎/🌞system /Orion/MilkyWay/🌠,dee hamaguchi,deehamaguchi,7009,,http://bit.ly/Hamaguchi,false
"-100.983,25.4333",Fri Jul 03 05:30:38 +0000 2020,Saltillo Coahuila Mexico HomeTown HomeSweetHome COVID19Mexico COVID19 Coronavirus Quarantine QuarantineMexico,,https://www.instagram.com/p/CCKxNAUFw0S/?igshid=nw4q46kqkicd,0,1278924087130066944,,,,en,"Saltillo, Coahuila de Zaragoza",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Quarantine Day 97: Frankenstein Meets The Gargantuas.
.
Photo by: last_unicorn_on_planet_earth
.
#Saltillo #Coahuila #Mexico #HomeTown #HomeSweetHome #COVID19Mexico #COVID19 #Coronavirus #Quarantine #QuarantineMexico… https://t.co/tMOz5WP9Up",https://twitter.com/RedMapleExLT/status/1278924087130066944,Sun Apr 14 13:33:11 +0000 2013,RedMapleExLT,false,🍁Red Maple co-founder 💊💉🥫Quality Management System & Food Safety consultant 🧟‍♀️🚀🧛🏻‍♂️ Sci-fi & Horror enthusiast 📬redmaple@redmaple.com.mx,45152,2186,640,184,"Saltillo, Coahuila de Zaragoza",Red Maple,RedMapleExLT,155663,,http://www.redmaple.com.mx,false
"101.6928,2.9317",Fri Jul 03 05:47:53 +0000 2020,,,https://www.instagram.com/p/CCKzLGgp_ST/?igshid=1xl3les71htw4,0,1278928429744713728,,,,en,"Putrajaya, Putrajaya Federal Territory",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","My Investors &amp; Mentors had always adviced me to bring my wealth of experience of working with MNCs in developing their People &amp; Performance Culture to Industries heavily affected by COVID-19.

'When Times are… https://t.co/kS7jytz7or",https://twitter.com/michaelteoh/status/1278928429744713728,Fri Mar 06 16:03:23 +0000 2009,michaelteoh,false,Human Resources Development. Talent Development. Youth Training. Entrepreneur. Speaker. Certified Trainer.,43,2973,2067,87,"Kuala Lumpur, Malaysia",Michael Teoh,michaelteoh,9507,,http://www.michaelteoh.me,false
"31.019,-29.8573",Fri Jul 03 05:06:46 +0000 2020,TheNextWorld,,https://www.instagram.com/p/CCKueDfp-nsU7V5pzkErGExjHRX-AHgzqMTBV00/?igshid=r5mqdc6g3csc,0,1278918080157155328,,,,en,"Durban, South Africa",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","The table of dreams and hard work #TheNextWorld.

Making working from home fashionable. 😉 @ Durban, KwaZulu-Natal https://t.co/Ga89PQ9qAg",https://twitter.com/MrKeepDurbaning/status/1278918080157155328,Thu May 13 18:43:16 +0000 2010,MrKeepDurbaning,false,"Entrepreneur | Qualified Software Developer |
@zolowdubandlela ❤️  | A Father | Critical Thinker |  @Skhandaworld Fan | iRozontonto |",22184,17725,15979,10,Durban And Mpumalanga,RAMINGTON SIWELA🎓,MrKeepDurbaning,45712,,http://www.tech4dfuture.co.za,false
"-3.0631017,53.2899031",Fri Jul 03 05:27:12 +0000 2020,,,https://www.instagram.com/p/CCKwzmjDZEy/?igshid=vm5j8eg5o3a6,1,1278923222587670530,,,,en,"Neston, England",false,1,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Through lockdown we have kept going with our online workshops.  We have met some amazing children and young people.  We are winding down online.  But we are opening our Brook St venue for summer activities for… https://t.co/6YIXlM8mwl,https://twitter.com/LittleActorsTC/status/1278923222587670530,Sun Oct 25 08:28:11 +0000 2009,LittleActorsTC,false,"Little Actors Theatre - a Registered Charity.  We specialise in professionally led performing arts for children, young people & the community",2770,484,247,14,London & North West,Little Actors,LittleActorsTC,7655,,http://www.littleactorstheatre.com,false
"-87.70224961,41.90926982",Fri Jul 03 05:21:33 +0000 2020,,,https://www.instagram.com/p/CCKwKZilsLa/?igshid=17x1qmzavfi3q,0,1278921802530672640,,,,en,"Chicago, IL",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Proud Puerto Rican in Solidarity with Black Lives Matter. Being on lockdown has brought awareness to so many institutional and systematic issues that surround people of color. 

The spare time of lockdown has… https://t.co/yaSYoPeFM0",https://twitter.com/HexHernandez/status/1278921802530672640,Fri Feb 05 05:47:01 +0000 2016,HexHernandez,false,"My life is hexed, that's why they call me Hex.
Educator, photographer, radio/podcast producer, MSW.
he/him/his
#CTU @RadioOneChicago $HexHernandez",22374,242,325,11,"Chicago, IL",Hex Hz,HexHernandez,5941,,http://www.hexhernandez.com/category/people/sdp2020/,false
"-74.164167,40.734722",Fri Jul 03 05:27:29 +0000 2020,danger,,https://www.instagram.com/p/CCKw15nlulr/?igshid=1nyi8jx2zeuho,0,1278923294998253568,,,,en,"Newark, NJ",true,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Wow @pathtrain fuck your police, no masks, no social distancing #danger to the community 🖕🏿🚓 @ Pennsylvania Station (Newark) https://t.co/Uls3wmJiTP",https://twitter.com/JJWoodyNYC/status/1278923294998253568,Fri Dec 11 07:54:43 +0000 2009,JJWoodyNYC,false,"I'm 'that' guy, changing the world 1 mind at a time!",725,420,342,34,"iPhone: 33.729347,-84.410713",Jason J. Woody,JJWoodyNYC,8833,,http://facebook.com/jjwoodynyc,false
"-119.714,34.4258",Fri Jul 03 04:33:23 +0000 2020,SantaBarbaraCounty BeachesClosed santabarbara Covid19Holiday 4thOfJulyRuined,,https://www.instagram.com/p/CCKqpt8FwxKyJNqWKimEMB3GD31u2PDxuh7xWk0/?igshid=u931so5943qe,0,1278909682011254785,,,,en,"Santa Barbara, CA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Sorry #SantaBarbaraCounty 🤷🏻‍♀️Covid-19 Holiday Weekend Suck.  #BeachesClosed #santabarbara #Covid19Holiday #4thOfJulyRuined @ Santa Barbara, California https://t.co/J954u2fY83",https://twitter.com/AshlynOxton/status/1278909682011254785,Fri Sep 13 17:33:56 +0000 2019,AshlynOxton,false,"Athlete & Volleyball Player🏐, Devoted Friend, I Adore My Family & My Dogs, Notre Dame 🏈 Fan, Faith, Family, Fun❣️Love to Travel, BDHS Class Of 2021 ❤️🏐❤️",119,40,525,0,"Santa Barbara, CA",Ashlyn Oxton,AshlynOxton,30,,,false
"-95.64476,29.7743",Fri Jul 03 06:00:56 +0000 2020,covid19 houstonlife getaways,,https://www.instagram.com/p/CCK0q8qHOSf/?igshid=1mqie6fj30gvs,1,1278931712580423680,,,,en,"Houston, TX",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Not getaways allowed for now 😢#covid19 #houstonlife #getaways @ Global Football Group https://t.co/C4oKgsJrmG,https://twitter.com/naldinhocrc/status/1278931712580423680,Tue Sep 08 16:26:30 +0000 2009,naldinhocrc,false,Life Style•Travel•Fútbol•USSF Registered of Pro-Footballers at Global Football Group®•Promoter of Sporting Events•USSF Licensed Coach•IG: @naldinhocrc 🇨🇷🇺🇸,1622,318,143,5,"Houston, TX",Ernaldo García-Brenes,naldinhocrc,3051,,https://www.facebook.com/naldinhocrc,false
"72.83267079,19.07571343",Fri Jul 03 04:40:48 +0000 2020,StudTraining virtualtraining fitnessgoals focused determined girlpower TransformationCoach DietCoach MFTSuchetaSharmaJames,,https://www.instagram.com/p/CCKrIrsAhsD/?igshid=zzzrluqz5cqu,2,1278911547574816770,,,,en,"Mumbai, India",true,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",##StudTraining #virtualtraining She is giving #fitnessgoals to everyone in this lockdown #unstoppable#inspired #focused #determined #girlpower #TransformationCoach #DietCoach @harrysuch #MFTSuchetaSharmaJames… https://t.co/xm5G9yT0FZ,https://twitter.com/toughtaskmaster/status/1278911547574816770,Fri Jan 27 05:15:45 +0000 2012,toughtaskmaster,false,"Founder Of MFT, I Am Harrison James, Celebrity Fitness Trainer, Best Body Gladrags Mega Model Hunt 2003. My Passion Is Training, Be It Myself Or You.",4602,4075,31,41,Mumbai,MFT Harrison James,toughtaskmaster,2159,,http://www.issacertifiedtrainer.com/mftharrisonjames,false
"-98.1008,29.9956",Fri Jul 03 06:04:36 +0000 2020,Repost wimberleytx wimberley nature vacation explore weekendmood,,https://www.instagram.com/p/CCK1Fn-JzoI/?igshid=1ceuzujpeutna,0,1278932635105005569,,,,en,"Wimberley, TX",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Repost from buckmoontinyhouse
•
#Repost darth_ 
・・・
Practicing social distancing the right way! buckmoontinyhouse 
.
.
.
#wimberleytx #wimberley #nature #vacation #explore #weekendmood @ Wimberley, Texas https://t.co/t0MwKvGa7k",https://twitter.com/Studioblackswan/status/1278932635105005569,Tue Nov 03 01:29:36 +0000 2009,Studioblackswan,false,"A fully equipped screen printing art studio that prints for artists and art related businesses. We are located at Spring Street Studios in Houston, Texas.",22371,818,1373,34,"Houston, TX",Black Swan Studio,Studioblackswan,2951,,http://www.blackswanscreenprinting.com/,false
