coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"0.74094291,51.31911209",Tue Jul 07 06:41:07 +0000 2020,,,https://www.instagram.com/p/CCVMce0Bt_W/?igshid=1q0ipk46negvh,1,1280391377537380352,,,,en,"Highsted, England",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","✨Have you lost your spark over the weeks of lockdown? ✨

Have you been ‘living’ in your trackies and are too scared to try on your jeans? ⁣
Have you had a break and now is the time to get back on track? 

Are you… https://t.co/JnbKoKkadu",https://twitter.com/one2onedietAmy/status/1280391377537380352,Tue Jun 12 19:24:46 +0000 2018,one2onedietAmy,false,We are Award Winning 1:1 Diet Consultants. We love meeting new people and supporting them to achieve their goal. Let us be your Guiding Star 🌟,489,548,92,0,"Sittingbourne, England",🦩𝕆𝕟𝕖𝟚𝕆𝕟𝕖𝔻𝕚𝕖𝕥𝔸𝕞𝕪𝕒𝕟𝕕𝕊𝕥𝕖𝕧𝕖 🦩,one2onedietAmy,4739,,http://www.one2onediet.com/Amy_C,false
"29.93922124,-1.27111096",Tue Jul 07 06:20:39 +0000 2020,Uganda,,https://www.instagram.com/p/CCVJRIeJmb3/?igshid=19nu3ft5sv0gh,0,1280386225602363392,,,,en,"Kabale, Uganda",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Last year in #Uganda, I visited the Little Angels Orphanage near Bwindi National Park. It was a day I'll never forget. The kids have been through so much and have so little. And now that Covid-19 has shut down the… https://t.co/RUZNis9AB3",https://twitter.com/TravelTalesPod/status/1280386225602363392,Thu Jun 02 22:48:05 +0000 2011,TravelTalesPod,false,"Comedian and TV host Mike Siegel (TBS, HGTV) sits down to a lighthearted chat with his friends to hear their best (and worst) international travel stories.",531,1377,1835,69,"Los Angeles, California",Travel Tales Podcast,TravelTalesPod,2250,,http://traveltalespodcast.com,false
"26.09802246,44.42652286",Tue Jul 07 05:43:02 +0000 2020,,,http://www.theregister.co.uk https://go.theregister.com/feed/www.theregister.com/2020/07/06/revised_earn_it_act/?utm_source=dlvr.it&utm_medium=twitter,0,1280376760501067777,,,,en,"Bucharest, Romania",false,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",[https://t.co/xp1mTmWOmy] You may be distracted by the pandemic but FYI: US Senate panel OK's backdoors-by-the-backdoor EARN IT Act https://t.co/XSP4BGbVWP,https://twitter.com/zauw_/status/1280376760501067777,Mon Jul 16 13:41:24 +0000 2012,zauw_,false,Informații de securitate și actualizări | https://t.co/6QhYT37mLq | EC23 92F2 EDE7 4488 680DA 3CF5F 2B475 6ED87 3D23 | Actualizat la fiecare 15 minute,0,50,0,26,"Bucureşti, România",Zauw.,zauw_,19729,,http://info.cern.ch,false
"-73.8309,40.7",Tue Jul 07 04:58:25 +0000 2020,,,https://www.instagram.com/p/CCVAsgYAgey/?igshid=1967ovrby41k3,0,1280365532307488769,,,,en,"Queens, NY",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","COVID-19 update @ Queens, New York https://t.co/r1GIb3hH4y",https://twitter.com/johnnybebad666_/status/1280365532307488769,Mon Sep 09 05:59:59 +0000 2019,johnnybebad666_,false,🔨 support81 ⸸⛧Satanist 🦇goth goal oriented bassist?🎸metal💀 extra acting threesome group s&m sex women only call or text 3475843316 cashier Gristedes 59 ♌,2658,42,373,0,"Queens, NY",John Fitzgerald Kennedy Page®,johnnybebad666_,10950,,https://www.suicidegirls.com/join/?aid=1032495,false
"-120.535,46.6521",Tue Jul 07 04:56:47 +0000 2020,,,https://www.instagram.com/p/CCVAghzBdPc/?igshid=1f3mwgs6datj6,0,1280365122242871297,,,,en,"Selah, WA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Continuing to support local businesses during the pandemic, I went to wanderinghop a week ago and was psyched that Nate had procured some beer from @baerlicbrewing in Portland! 
Not many sporting events yet due to… https://t.co/1B6H9UcoDT",https://twitter.com/tommack/status/1280365122242871297,Wed Jul 18 05:46:20 +0000 2007,tommack,false,"#GirlDad:1, SCA survivor, db/prog/analyst, musician, runner, technogeek, craft beer nut, Timbers #RCTID & Blazers #RipCity fan trying to live a meaningful life",52666,1992,3608,27,"Selah, WA and Milwaukie, OR",Tom Mack ⭐️,tommack,22763,,http://tom.mackweb.us/,false
"-122.144,47.4469",Tue Jul 07 06:14:07 +0000 2020,covid19 COVID19 coronavirus,,https://www.instagram.com/p/CCVJW7HggpK/?igshid=24bi4xf6jgzj,1,1280384583297630208,,,,en,"Fairwood, WA",false,1,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Keep It Covered Around Others..  
 #covid19 #COVID19 #coronavirus @ Fairwood, King County, Washington https://t.co/d2nJJ0T9qi",https://twitter.com/AzziemTheDream/status/1280384583297630208,Mon Feb 23 09:23:08 +0000 2009,AzziemTheDream,false,"Born In Youngstown, Ohio. Lives in Fairwood, Washington. Currently Living The Dream.",3810,291,883,8,"Renton, WA",Azziem H. Underwood,AzziemTheDream,4161,,,false
"120.67604584,15.04248608",Tue Jul 07 06:09:32 +0000 2020,,,https://www.instagram.com/p/CCVI1abliVf/?igshid=j2o5k4ft4coy,0,1280383429998260225,,,,en,"San Fernando City, Central Luzon",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Lunch with social distancing. @ Junjun's BBQ - San Fernando, Pampanga https://t.co/OQLgQ4RrqW",https://twitter.com/pia_piano86/status/1280383429998260225,Thu Jun 10 07:37:17 +0000 2010,pia_piano86,false,#GodFirst #PIAhera #RN #MD #Foodie #Traveler #Superhero,7676,156,1746,8,"Makati, Philippines",Pia Piano,pia_piano86,8218,,,false
"-0.26195158,5.55322297",Tue Jul 07 06:56:37 +0000 2020,,,https://www.instagram.com/p/CCVOONypUsF/?igshid=jdcsuymun65p,0,1280395278600847360,,,,en,"Accra, Ghana",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Ghana Film Summit 2020 will be lit and the Industry shall prosper 🙏🏽🙏🏽🙏🏽
Please Observe Covid19 protocols 
Always wear face mask
Wash your hands regularly with soap under running water or frequently use hand… https://t.co/whlh1AC2oK",https://twitter.com/LMCGH/status/1280395278600847360,Mon Feb 21 06:44:12 +0000 2011,LMCGH,false,taking africa to the world,1104,21,152,0,accra ghana,Lyriks Media Concepts,LMCGH,269,,,false
"144.9661,-37.8156",Tue Jul 07 05:55:16 +0000 2020,lockdown covid19 coronavirus 6weeks depressionhelp omg melbournelockdown lockdowninmelbourne,,https://www.instagram.com/p/CCVHMvJAIfr/?igshid=10s4x5fl2ca3h,0,1280379836691865601,,,,en,"Melbourne, Victoria",true,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Melbourne back into #lockdown 
Seriously how many times more do we need to be like this 
#covid19 #coronavirus #6weeks #depressionhelp #omg #melbournelockdown #lockdowninmelbourne @ Melbourne, Victoria, Australia https://t.co/88LUFRBZRX",https://twitter.com/DjMijin/status/1280379836691865601,Sat Mar 09 08:39:23 +0000 2019,DjMijin,false,#Barista #cafeworker #shutdownaustralia #2ndwavelockdown #prayfortheWorld #taemin_comeback #2KIDS_0804,26834,56,220,1,"Melbourne, Victoria",Mi-Jin #태민표감성보컬_투키즈0804,DjMijin,24248,,,false
"105.8017238,21.0091463",Tue Jul 07 06:26:15 +0000 2020,ninjaink ninjainktattoo,,https://www.instagram.com/p/CCVKvwzAsNk/?igshid=j0yk4ukusqt3,0,1280387634959921152,,,,en,"Hanoi, Vietnam",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Taken a year ago, pre covid era, wherein we road motorbikes with friends to Puluong, Mai Chau and back to Hanoi.  We rode together, play together and pass out together.  #ninjaink #ninjainktattoo @ Mai Chau - Hoà Bình https://t.co/eG7SUwr4sA",https://twitter.com/ninjainktattoo/status/1280387634959921152,Wed Oct 28 06:24:13 +0000 2015,ninjainktattoo,false,It is our job to change the world's perception of body art.,28,52,199,1,"Hanoi, Vietnam",Ninja Ink Tattoo,ninjainktattoo,800,,http://ninja-ink.com,false
"1.16614206,52.05930097",Tue Jul 07 06:26:03 +0000 2020,therapy hypnotherapist international selflove,,https://www.instagram.com/p/CCVKudsnFRc/?igshid=13gyszn5h38f9,0,1280387587161624577,,,,en,"Ipswich, England",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Coming out of lockdown? Manage your anxiety stress and fear.

Graham Howes - international and national Hypnotist online Skype grahamhowes1 +44 (0) 7875720623

#therapy #hypnotherapist #international #selflove… https://t.co/i5F7nmHuds",https://twitter.com/grammyhowes/status/1280387587161624577,Sun Jun 13 16:09:02 +0000 2010,grammyhowes,false,Hypnotherapist & NLP - Hypnotherapy in Ipswich. Actor writer teacher director - co-wrote COME DANCE WITH ME which tours September October 2019,1653,581,600,127,Ipswich Suffolk IP4 2PH,Graham Howes,grammyhowes,27697,,http://hypnotherapyinsuffolk.co.uk/hypnotherapy-in-ipswich/,false
"0.57787,50.85711",Tue Jul 07 06:19:42 +0000 2020,Hastings summerdays fishandchips icecream seafood beach dogwalk,,https://www.instagram.com/p/CCVJ_1HJQXn/?igshid=1iig9eo2m83lq,1,1280385989085667328,,,,en,"Hastings, England",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Day out 😁😁. Hastings.  Bustling but not busy. Social distancing (in the main) and smiley people . 
It seems a new normal is returning 😁 

#Hastings #summerdays  #fishandchips #icecream #seafood #beach #dogwalk… https://t.co/ROxw5dSuyq",https://twitter.com/scattyjackiw/status/1280385989085667328,Sun Jan 08 21:16:41 +0000 2012,scattyjackiw,false,"Mum to my 2 very spoilt Mini Schnauzers ,one eyed pug, chickens, cat, ducks. Granny to the best kids in the world.  Perpetually stuck in the 70's",645,198,945,1,"Surrey, UK",Jacki,scattyjackiw,472,,,false
"79.70737696,28.92854265",Tue Jul 07 05:59:56 +0000 2020,,,https://www.instagram.com/p/CCVHu4HMFSO/?igshid=1nxbo9kkcw1lx,0,1280381011151511552,,,,en,"Sitarganj, India",true,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Style your Kids the best way You can
Lockdown Dress Good Simple and Light Weight 
Pocket Friendly Prices @ Shreyas Collection https://t.co/rFQVzuJG2O",https://twitter.com/Shreyascoll/status/1280381011151511552,Tue Apr 09 05:29:17 +0000 2013,Shreyascoll,false,"A Premium Family Store
Twitter :- shreyascoll
Fb: https://t.co/b9xiDoHyJh…
Insta :- shreyascollectionstg",866,149,429,0,"Sitarganj, India",SHREYAS COLLECTION,Shreyascoll,740,,http://www.fb.com/shreyascollection,false
"-1.43236401,54.3542103",Tue Jul 07 06:22:44 +0000 2020,,,https://www.instagram.com/p/CCVKWHdnal1/?igshid=1l2ckzfwx5qlw,4,1280386750913761281,,,,en,"Yorkshire and The Humber, England",false,2,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","MEN’s PRE-SEASON TRAINING

This Thursday (9th July) at 19:00 NRUFC we’ll be taking to the field again to start pre-season training. 

Restrictions will be in place to maintain social distancing and minimise the risk… https://t.co/xvXd1TUkMn",https://twitter.com/northrugby/status/1280386750913761281,Thu Dec 01 11:49:37 +0000 2011,northrugby,false,Northallerton RUFC is a family friendly rugby club * Men's Seniors 1st XV 2nd XV VETs * Junior Section * Ladies Section * Function room for events,209,749,451,9,Brompton Lodge,Northallerton RUFC,northrugby,1338,,http://www.pitchero.com/clubs/northallerton/,false
"-117.1585,32.7155",Tue Jul 07 04:40:10 +0000 2020,COVID19 wearyourmask,,https://www.instagram.com/p/CCU-m3FgbvN/?igshid=1xgu7d2mxqbj0,0,1280360939288756231,,,,en,"San Diego, CA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Mask it! #COVID19 #wearyourmask @ San Diego, California https://t.co/sFcSDdfYd2",https://twitter.com/mrsmariaball/status/1280360939288756231,Thu Jul 28 04:20:19 +0000 2011,mrsmariaball,false,From Baltimore🦀 Living in Seattle🌲 Loving the West Coast! ☔ Maryland Alumni 🐢❤️ Opinions are my own.,52851,668,1412,38,"Seattle, WA",Maria Ball,mrsmariaball,33540,,,false
"-98.98327583,18.7617515",Tue Jul 07 06:26:05 +0000 2020,birthday twins quarantine family moments love happiness smile cheers cumpleaños gemelas familia recuerdos parabens July6th,,https://www.instagram.com/p/CCVKuf9p5SO/?igshid=13k3pln4fziff,1,1280387594895925248,,,,en,"Ayala, Morelos",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Birthday under quarantine #33
#birthday #twins #33 #quarantine #family #moments #love #happiness #smile #cheers

#cumpleaños #gemelas #familia #recuerdos

#parabens

#July6th #2020
@Basl87 en Villa Carmelita https://t.co/mXN7NA11mb",https://twitter.com/anatsl87/status/1280387594895925248,Wed Jun 03 02:56:44 +0000 2009,anatsl87,false,"Poliglota. Woman. Human.

Lover of the sea, music, movies and words. Poetry fan.

Idealistic. Melancholic by nature.

World traveler.


BPD.",24998,611,3452,12,Mexico,Ana Sole 🌷,anatsl87,39698,,,false
"-1.10226233,51.29765074",Tue Jul 07 05:06:56 +0000 2020,,,http://www.beegood.co.uk https://www.instagram.com/p/CCVBq2YHFTs/?igshid=16zztehavfw25,0,1280367675726848003,,,,en,"Sherborne Saint John, England",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","I’ve been busy during lockdown helping to rebrand Bee Good &amp; moving all packaging over to recycled plastic to be even more sustainable 🐝. https://t.co/Fv4HDGIHiY @ Sherborne Saint John, Reading, United Kingdom https://t.co/L48ydxlKq0",https://twitter.com/CrissyHumphreys/status/1280367675726848003,Sat Jun 09 21:13:59 +0000 2012,CrissyHumphreys,false,,13788,154,1239,0,"Hampshire, UK",# Away wit d’ faeries 🧚‍♂️,CrissyHumphreys,9206,,,false
"12.3889,43.1122",Tue Jul 07 06:32:21 +0000 2020,,,https://www.instagram.com/p/CCVLcYpD7Db/?igshid=j1rbcrxsmkyn,0,1280389170142330880,,,,en,"Perugia, Umbria",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","MILLENNIALS

YOUNG URBAN AND SUBURBAN GENERATIONS FACING THE POST-LOCKDOWN FUTURE [6]

Perugia (Italy), 2020
Chapter 1: Silvia and Marta
In this photograph: the so-called Emisfero area of Via Settevalli, broadly the… https://t.co/DECT9dGF8a",https://twitter.com/ClaudiaIoan/status/1280389170142330880,Fri Oct 17 14:58:58 +0000 2014,ClaudiaIoan,false,Italy-based pro photographer | Certified by Leica. Co-founder of Officine Creative Italiane. Delegata Prov. FIAF Perugia. Docente FIAF.,15844,394,614,22,"Perugia, Italy ",Claudia Ioan,ClaudiaIoan,1044,,,false
"-0.50717134,51.50802876",Tue Jul 07 06:29:32 +0000 2020,,,https://www.instagram.com/p/CCVLHojHBqF/?igshid=1dto3p633trhg,0,1280388462148030464,,,,en,"Richings Park, South East",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Figuring out ways of seeing more of our amazing patients!! ✅

Our back treatment room is up and running and now Covid compliant.  It had only been renovated in January, but it has now had a new makeover.… https://t.co/C1jE8X60mm",https://twitter.com/5LotusWellbeing/status/1280388462148030464,Tue Jun 21 16:34:00 +0000 2011,5LotusWellbeing,false,"Osteopathy and Wellbeing clinic.  Patient centered, effective and professional treatment for a variety of conditions.",231,179,619,17,Iver Buckinghamshire ,Lotus Wellbeing,5LotusWellbeing,676,,http://lotuswellbeing.co.uk,false
"-85.88310701,37.72971543",Tue Jul 07 05:01:33 +0000 2020,,https://twitter.com/Insure_Kentucky/status/1280366322157666304/photo/1,https://www.kentucky.com/news/health-and-medicine/article244043362.html?utm_source=dlvr.it&utm_medium=twitter#storylink=rss,0,1280366322157666304,,,,en,"Elizabethtown, KY",false,1,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Free Insurance Quote Trump donors among early recipients of coronavirus loans https://t.co/cZQxcCpVdp Call 270-360-9600 https://t.co/Rrxa6jCXCA,https://twitter.com/Insure_Kentucky/status/1280366322157666304,Tue Sep 25 16:52:05 +0000 2018,Insure_Kentucky,false,"Olsommer-Clarke Insurance Group, your hometown choice in Elizabethtown and all of Central Kentucky. “Our service shines above the rest” Call 270-360-9600",0,676,26,1,"Elizabethtown, Kentucky",Olsommer-Clarke Kentucky,Insure_Kentucky,3736,,https://kentucky.olsommerclarke.com/,false
"21.008333,52.232222",Tue Jul 07 05:06:04 +0000 2020,Business fastcompany,,https://tinyurl.com/y7v99dfc,0,1280367459057438720,,,,en,"Warsaw, Poland",false,0,,,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot 3 for iΟS</a>",#Business Working from home? Heres how to block distracting noises https://t.co/8j42U7fatR #fastcompany,https://twitter.com/pidybi/status/1280367459057438720,Sat Mar 30 17:25:49 +0000 2013,pidybi,false,🙉🙈🙊,60,510,423,273,"Warszawa, Polska",𝔓𝔦𝔬𝔱𝔯 𝔇𝔶𝔟𝔦𝔢𝔠,pidybi,567977,,https://revolut.com/referral/piotr9jr,false
"30.3833,-29.6167",Tue Jul 07 06:15:29 +0000 2020,reinventyourself business survivor new,,https://www.instagram.com/p/CCVJg0DDBYc/?igshid=kxpro35dih80,0,1280384924898525190,,,,en,"Pietermaritzburg, South Africa",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","...ADAPT OR DIE

COVID-19 has obliterated my business in EVENTS &amp; ENTERTAINMENT. Even after this pandemic our behaviour won't be the same. STILL I RISE

#reinventyourself #business #survivor #new @ Pietermaritzburg,… https://t.co/4UdTttVx9F",https://twitter.com/BuhleMadlala/status/1280384924898525190,Mon May 16 17:49:32 +0000 2011,BuhleMadlala,false,"#RealityTV, #EventsProducer, #CPM Events #Director @TheBrandFactory, @NCAF_SA, #adventurelover, M&G top 100 https://t.co/e247RmeTnH https://t.co/fI6vTb2bdd",2557,905,1019,17,"Cape Town, South Africa",Survivor-Chic S5_#2,BuhleMadlala,5055,,https://twitter.com/buhlemadlala,false
