coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"32.63,0.3475",Fri Jul 24 12:00:35 +0000 2020,,,https://www.instagram.com/p/CDBihS9nwg3/?igshid=1mjsf9zbp082n,0,1286632365440159744,,,,en,"Kampala, Uganda",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Have you wondered why there has been less flu &amp; cough cases since the lockdown 🙊 

Stay safe folks!

Keep those masks on! 
Social distancing 👌🏽

@cta_space 
@LaRoche256 @ Ntinda https://t.co/A0DRmVtRpT",https://twitter.com/iam_laroche/status/1286632365440159744,Thu Jun 30 09:42:04 +0000 2011,iam_laroche,false,Dreams are valid...,300,311,853,1,"Kampala, Uganda",P E T E R ***A K A N K W A T S A,iam_laroche,1117,,http://www.larochehealth.com,false
"77.597645,12.971117",Fri Jul 24 11:41:57 +0000 2020,DeshKaNayaChehra WildcraftSupermask HainTaiyaarHum maskfie covid19,,https://www.instagram.com/p/CDBgYkVgCRQ/?igshid=ru34mtaldrdd,0,1286627677080891392,,,,en,"Bengaluru, India",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Can’t do without masks anymore, so why not play it up a bit while keeping super safe? These @wildcrafttweet’s fun masks, promise just that. #DeshKaNayaChehra #WildcraftSupermask #HainTaiyaarHum #maskfie #covid19… https://t.co/akYhehGTKK",https://twitter.com/GlamourJournals/status/1286627677080891392,Tue Jun 25 07:55:51 +0000 2013,GlamourJournals,false,Fashion and Beauty Blogger/ Youtuber / UX Designer / Engineer / Dreamer,149,1105,188,49,,Sahana Ramanand,GlamourJournals,2725,,http://www.glamourjournals.com/,false
"-86.1492844,39.910152",Fri Jul 24 12:47:18 +0000 2020,iufb hoosiers b1g cfb covid19,,https://hoosierhuddle.com/hoosier-blog/1083tcolxs43h7u5xegiz4dbl911ym/2020/7/23,2,1286644124775518212,,,,en,"Indianapolis, IN",false,1,,,"<a href=""http://www.squarespace.com"" rel=""nofollow"">Squarespace</a>",#iufb #hoosiers #b1g #cfb #covid19 College Football Links From Across the Country (7/24/20)  https://t.co/3nSZvsIhXY,https://twitter.com/Hoosier_Huddle/status/1286644124775518212,Tue Jul 02 20:01:57 +0000 2013,Hoosier_Huddle,false,A FREE Independent Site Dedicated Solely to Indiana Football #IUFB #Hoosiers member of the FWAA. Home of the Hoosier Huddle Podcast. RTs arent endorsements,14013,5649,1056,98,Indianapolis,Hoosier Huddle,Hoosier_Huddle,35824,,http://HoosierHuddle.com,false
"0.733818,51.546004",Fri Jul 24 11:53:18 +0000 2020,maskoff covid,,https://www.instagram.com/p/CDBhr-MscaE/?igshid=1ayx26ez55oy,0,1286630534102290432,,,,en,"Southend-on-Sea, East",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Happy mask shopping day #maskoff #covid @ Londis https://t.co/Nhj9LYirCw,https://twitter.com/Reisydee/status/1286630534102290432,Mon Nov 01 18:53:38 +0000 2010,Reisydee,false,🔸Actor 🔸Director of Three's a Crowd 🔸Presenter -SkyTv-Ocean Rescue -Dive In And Do It -WorkExperienceTv -Daddy,2667,927,736,17,London,Reis Daniel,Reisydee,3139,,,false
"0.02,50.98",Fri Jul 24 11:53:37 +0000 2020,newnormal ppe crew catalogue ashdownforest,,https://www.instagram.com/p/CDBhuXEhyk2/?igshid=uimmcwkt4hmz,0,1286630615660584963,,,,en,"South East, England",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Whilst testing the water in what will now be the #newnormal we were lucky enough to trial our new #ppe style lunches on the @thewhitecompany #crew, who were shooting for their #catalogue near the #ashdownforest in… https://t.co/VGFzaJ8KpK",https://twitter.com/LouiseHenkel/status/1286630615660584963,Mon Mar 05 13:00:51 +0000 2012,LouiseHenkel,false,LK Events provides delicious stylish catering for all events.,282,400,699,14,Sussex,L K Events,LouiseHenkel,1011,,http://lkevents-Sussex.co.uk,false
"-75.7761,41.0594",Fri Jul 24 12:45:21 +0000 2020,,,https://www.instagram.com/p/CDBnpW7lWry/?igshid=135kvajwqsn7,0,1286643633211559936,,,,en,"Pennsylvania, USA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Researchers are in the process of developing more than 150 potential vaccines to protect against coronavirus. 😍😍😍 @ White Haven, Pennsylvania https://t.co/YFgDqYEdv4",https://twitter.com/graham0921/status/1286643633211559936,Sat Apr 25 05:33:37 +0000 2009,graham0921,false,"Jedi Master in ESL, English Academic Writing and Mind Mapping",40,92,53,2,Internaut,Graham R Smith,graham0921,3731,,http://graham0921.wordpress.com,false
"-80.1335,25.8138",Fri Jul 24 12:16:20 +0000 2020,,,https://www.instagram.com/p/CDBkPc_nT9O/?igshid=9zy87ezu23sg,1,1286636332119470080,,,,en,"Miami Beach, FL",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Don’t forget, you can also conveniently book your COVID-19 Antibody Rapid Test with your vitamin IV therapy and have your results during/just after you finish your infusion!

Best of all, you can choose to have the… https://t.co/4S0f8oaGVH",https://twitter.com/vitasquad/status/1286636332119470080,Tue Sep 24 20:45:43 +0000 2013,vitasquad,false,VitaSquad is a mobile service that uses Intravenous (IV) nutritional therapy to deliver vitamins directly into the bloodstream. 855.GO.IV.SQUAD #VitaSquad,1023,722,1083,28,"Miami, FL",Vita Squad,vitasquad,3512,,http://www.vitasquad.com,false
"1.43802912,52.1252365",Fri Jul 24 12:26:37 +0000 2020,,,https://www.instagram.com/p/CDBlf4ZDXJ_/?igshid=1wty6jae46ef,2,1286638916783599617,,,,en,"East, England",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Despite all the awful stuff, Covid has given us a chance to get moving with some long awaited jobs at Old Jet. Here’s Tom removing lots of old ducting to make SPACE👌🏼 @ OLD JET https://t.co/7Y7VNit0kL",https://twitter.com/oldjet/status/1286638916783599617,Thu Jun 06 17:57:06 +0000 2013,oldjet,false,"A place that is focussed on community and creativity.
Studios ~ Residencies ~Life Drawing ~ Film Club ~ Arts Storage ~ Monthly Market
info@oldjet.co.uk",242,1243,554,10,"Rendlesham, England",OLD JET,oldjet,934,,https://sptfy.com/8VoT,false
"139.55045274,35.31924116",Fri Jul 24 13:14:47 +0000 2020,maskedup socialDistancing sea dayTrip avoidtherush,,https://www.instagram.com/p/CDBrA1ajKRv/?igshid=rbsz1l6q4xzw,0,1286651042155974661,,,,en,"Kamakura-shi, Kanagawa",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","#maskedup and #socialDistancing in the #sea

#dayTrip #avoidtherush @ Kamakura Beach https://t.co/PSVF3kPlFq",https://twitter.com/magpie882/status/1286651042155974661,Sat Jul 03 20:24:12 +0000 2010,magpie882,false,"While whales are born mammals, they choose to live as fish. We should respect their life choices and refer to them as such.",2571,131,292,8,Kawasaki City Takatsu Ward,Eppie,magpie882,2805,,http://wanderingmagpie.wordpress.com,false
"-0.1094,51.5141",Fri Jul 24 13:22:41 +0000 2020,Celebrity RedCarpet TVPresenter Compere Host Entertainment HappierTimes PreCovid19 Lockdown CindyHarvey,,https://www.instagram.com/p/CDBr61qFxVh/?igshid=b2q55zjrpqsm,0,1286653030046277633,,,,en,"City of London, London",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Captured on a Harley.... Never ridden it but makes a great prop!! 🤷‍♀️😄

@HarleyDavidson  #Celebrity  #RedCarpet  #TVPresenter  #Compere  #Host  #Entertainment  #HappierTimes  #PreCovid19  #Lockdown  #CindyHarvey @… https://t.co/bfu5GJy88t",https://twitter.com/CindyHarveyPR/status/1286653030046277633,Mon Oct 10 22:34:41 +0000 2011,CindyHarveyPR,false,TV Presenter | Compere | Red Carpet Presenter,579,182,188,4,"London, U.K.",Cindy Harvey,CindyHarveyPR,836,,http://www.FamousBranding.com,false
"-2.11192344,57.14243799",Fri Jul 24 13:16:37 +0000 2020,,,https://www.instagram.com/p/CDBrOSWnJOv/?igshid=wuodekfr89rv,0,1286651501637701632,,,,en,"Aberdeen, Scotland",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","👌 Post Lockdown Hair 👌

We are loving all the creativity with post lockdown looks. After 5 months of hair growth we opted for a soft Blonde Result with a base 9 on global application.

▪️Free Hand Bleaching technique… https://t.co/qPyQLOHmZW",https://twitter.com/ElleesHair/status/1286651501637701632,Tue Apr 29 23:04:27 +0000 2014,ElleesHair,false,Aberdeen Most Emerging Hair & Beauty Salon In Aberdeen. Award winning salon based in the City Centre.,85,419,887,3,aberdeen,Ellee's Hair Design,ElleesHair,2238,,http://www.ellees-aberdeen-hair-salon.co.uk/,false
"0.1147696,51.77564058",Fri Jul 24 13:09:02 +0000 2020,Repost supportlocalbusiness supportsmallbusiness wearamask,,https://www.instagram.com/p/CDBqWhIggq8/?igshid=1fxqbx4t68pc9,0,1286649592403001345,,,,en,"Harlow, East",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","#Repost @ratingallstars with @get_repost
・・・
#supportlocalbusiness #supportsmallbusiness #wearamask 

Don't let the big supermarkets ruin all the effort we all put in for three months during lockdown.

Protect small… https://t.co/bh9FauxfU4",https://twitter.com/112Harlow/status/1286649592403001345,Fri Oct 18 15:07:42 +0000 2013,112Harlow,false,Salon 112 offer the most innovated treatments and products providing their clients with the very latest in beauty technology.,516,2642,210,19,112 the stow harlow cm203as,Salon 112 Harlow,112Harlow,2525,,http://www.salon112.co.uk,false
"-122.5319,37.9729",Fri Jul 24 13:30:07 +0000 2020,,,https://www.instagram.com/p/CDBsxFQBFrp/?igshid=1c0uimte48k6p,0,1286654897283309571,,,,en,"San Rafael, CA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Repost from canalalliance
•
Even if you have no symptoms, please get tested for COVID-19 for the sake of your health and loved ones.

We are still in a pandemic and public health crisis, and with cases rising we… https://t.co/kCmxbYqA74",https://twitter.com/soshethought/status/1286654897283309571,Mon Jan 19 06:03:51 +0000 2009,soshethought,false,Coaching/Transformation/Healing/Dance,71,76,223,1,"San Francisco, CA",Jennifer,soshethought,188,,http://www.jencoffeycoaching.com,false
"80.2751,13.0812",Fri Jul 24 13:49:05 +0000 2020,fridayflowers lockdown onlineclasses,,https://www.instagram.com/p/CDBu8Cslk-g/?igshid=4du0966z12fd,0,1286659674138226688,,,,en,"Fort Tondiarpet, India",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","#fridayflowers 
Being a Freelance Blogger and Content Writer, its tough to manage your work due to the rest of the family working from home due to recent #lockdown 
In between managing  kid's #onlineclasses,… https://t.co/bdQ9DLqrp4",https://twitter.com/shravmusings/status/1286659674138226688,Sun Feb 28 11:45:03 +0000 2016,shravmusings,false,"#MommyBlogger #BookBlogger 
https://t.co/war9RgLx0h
My Kid Shrav and I recount our journey through Shrav's childhood.
#KidBlogger #storyteller",5514,638,396,4,Chennai,Suhasini,shravmusings,5639,,https://shravmusings.com,false
"-0.7400617,50.98495413",Fri Jul 24 13:23:21 +0000 2020,,,https://www.instagram.com/p/CDBr_ngA5aO/?igshid=1ty9gr744fwtz,0,1286653198128701440,,,,en,"Midhurst, England",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Mask Up! 🙌
Masks, buffs, bandanas, whatever you prefer please wear a face covering when visiting the workshop. Also don’t forget to clean your hands and keep a respectable distance, social distancing is the key!… https://t.co/gTkUGNU64D",https://twitter.com/midhurstframing/status/1286653198128701440,Wed Sep 11 11:12:54 +0000 2013,midhurstframing,false,Bespoke Picture Framing. Mount Cutting. Glazing. Canvas Stretching. Sundries.,42,240,48,3,"Midhurst, West Sussex",Midhurst Framing,midhurstframing,306,,http://www.midhurstframing.com,false
"72.93242762,19.15308653",Fri Jul 24 13:56:17 +0000 2020,COVID19 INDIA worldwide position good totalcases totaltests ignored indiafightscorona coronavirus,,https://www.instagram.com/p/CDBvwvPpyNu/?igshid=e5yg4xiwpf6v,0,1286661484236476418,,,,en,"Mumbai, India",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","#COVID19 #INDIA #worldwide #position #good for #totalcases if #totaltests are #ignored 
#indiafightscorona #coronavirus @ Bhandup West, Mumbai (Suburban) https://t.co/ywkNhOSSUL",https://twitter.com/AmitK070578/status/1286661484236476418,Thu Oct 10 13:52:34 +0000 2013,AmitK070578,false,No body takes my suggestions seriously. No problem but if you start taking it Seriously then  you will surely Witness Benifit. Listen 2 everyone & then decide🙏,159,2,6,0,"Bhandup West, Mumbai",Amit Khandelwal,AmitK070578,440,,,false
"-93.2139,36.6442",Fri Jul 24 12:57:44 +0000 2020,,,https://www.instagram.com/p/CDBpD8Yjyei/?igshid=gzbl07aht5uj,0,1286646751038930946,,,,en,"Branson, MO",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Mel Gibson battled coronavirus in April, coming down with a case severe enough to require the 64-year old actor and director to be hospitalized. 

The “Braveheart” star is the latest celebrity to go public with a… https://t.co/gkey44yglo",https://twitter.com/nerdinformants/status/1286646751038930946,Fri May 06 21:04:18 +0000 2016,nerdinformants,false,"All Things Popular Culture; Comics, Movies, Video games, Collectibles And More! Facebook: Nerd Informants Instagram: Nerd Informants",667,290,721,10,"Branson, MO",Nerd Informants,nerdinformants,7920,,http://facebook.com/nerdinformants,false
"-73.56726563,45.63697547",Fri Jul 24 12:58:03 +0000 2020,,,http://dlvr.it/RcHG3x,0,1286646830235713541,,,,en,"Montréal, Québec",false,1,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Fighting Stigma — Africa: Tackling Covid-19 Fear and Stigma: ""Due to stigma, people would rather not have the rapid response team show up at their house,"" Ouedraogo explains. She recounts that among some ... https://t.co/JfLVDg2mkD",https://twitter.com/stigmabase/status/1286646830235713541,Wed Sep 01 21:06:16 +0000 2010,stigmabase,false,Dedicated to Education | Keeping up-to-date on global exclusion — Stigmabase is a canadian internet non-profit Initiative. Founded in 2010,0,871,714,72,Worldwide,STIGMABASE | EDU,stigmabase,712819,,https://edu.stigmabase.org/,false
"-74.0064,40.7142",Fri Jul 24 13:10:47 +0000 2020,,,https://www.instagram.com/p/CDBqjkhh1Zl/?igshid=cg426flkjjwa,7,1286650035069956097,,,,en,"Manhattan, NY",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","From axe throwing and winning Broadway lotteries to currently binge watching Friends in a global pandemic, I'm damn fortunate to have spent the past year with sweetest and smartest girl with no equal.

I love you… https://t.co/1j9Ev7ToDV",https://twitter.com/msilangil91/status/1286650035069956097,Sat Apr 02 15:07:56 +0000 2011,msilangil91,false,Freebasing that sweet melange while navigating interstellar space on a magic carpet ride. Arrakis was an inside job,37368,284,634,18,"Brooklyn, NY",God Emperor of Dank Dune Memes,msilangil91,68673,,,false
"-117.1585,32.7155",Fri Jul 24 13:56:47 +0000 2020,baseball padres sandiego friday workingfromhome stayhome staypositive openingday meteorologist tvlife amnewsers,,https://www.instagram.com/p/CDBvbixjNRK/?igshid=1oyg0mooobct2,1,1286661608715038721,,,,en,"San Diego, CA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Week 19 of working from home and BASEBALL IS BACK! Opening Day for the @padres!!

#baseball #padres #sandiego #friday #workingfromhome #stayhome #staypositive #openingday #meteorologist #tvlife #amnewsers @ San… https://t.co/q4iGBeUtHI",https://twitter.com/10NewsParry/status/1286661608715038721,Wed Jul 01 23:44:35 +0000 2009,10NewsParry,false,"Emmy winning San Diego meteorologist, Realtor, weather nut, dog mom, crossfiter & nacho connoisseur. Insta: mis_megtv 
Facebook: https://t.co/PkOTaWzLb3…",16059,12150,6719,241,"San Diego, CA",Megan Parry,10NewsParry,26567,,http://www.10news.com/,true
"-1.8987,52.4806",Fri Jul 24 13:05:13 +0000 2020,fillerworld handsanitizer ppe medical,,http://fillerworld.com https://www.instagram.com/p/CDBp6uoj9TT/?igshid=hzipf9pn6jhz,0,1286648632415068160,,,,en,"Birmingham, England",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","💗😍 Who said Hand Sanitizer Gel couldn't be pretty and pink? 
Available to buy online from our website
🌍 https://t.co/ofQTuTEqnZ 
📧 Info@fillerworld.com
☎️ 01212721885
#fillerworld #handsanitizer #ppe #medical… https://t.co/HAKA1mtCCI",https://twitter.com/fillerworld_/status/1286648632415068160,Mon Dec 14 16:31:26 +0000 2015,fillerworld_,false,"We supply all the brand names including #Juvederm, #Restylane, #Teosyal, #Botox and many more. We look forward to welcoming you as a valued customer.",290,404,311,16,"Birmingham, UK",Filler World.,fillerworld_,1216,,http://www.fillerworld.com,false
"-74.2176,40.8139",Fri Jul 24 12:54:31 +0000 2020,,,https://www.instagram.com/p/CDBosU0J9FTkyxDnE6CnDo6H0cJZXpdkD1tBdQ0/?igshid=pv16j1vgajwj,0,1286645940728860673,,,,en,"Montclair, NJ",true,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Don't forget to wear your mask when social distancing isn't possible! 😷😁 @ Montclair, New Jersey https://t.co/nUprZqcAEC",https://twitter.com/DLano973/status/1286645940728860673,Mon Nov 08 23:38:32 +0000 2010,DLano973,false,"From Ca. now reside in NJ., loves to travel & have fun. #SamsungNote8, #iPadAir2 #teamthicksexy, #ThatBeardLife, #Aquarius",752,596,622,16,New Jersey. USA,Dee.Lano,DLano973,34112,,http://www.facebook.com/DéLanøHîll,false
"30.78126183,-29.82735688",Fri Jul 24 13:39:25 +0000 2020,,,https://www.instagram.com/p/CDBt1CUJ93a/?igshid=jfyp718dnpra,0,1286657239395295234,,,,en,"Pinetown, South Africa",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","It's the weekend!!!
We have some great food and coffee this weekend.
Pizza is new on the menu.
So come to Giba and enjoy the fresh air and open spaces.  Plenty place for social distancing. @ Giba Gorge MTB Park https://t.co/fy8ddNrCLt",https://twitter.com/GibaGorgeMTB/status/1286657239395295234,Sat Sep 26 17:28:21 +0000 2009,GibaGorgeMTB,false,"Premier mountain bike park in KZN, South Africa",201,1198,162,14,"Marion Hill, KZN, SA",Giba Gorge MTB Park,GibaGorgeMTB,1931,,http://www.gibagorge.co.za,false
"-73.47935661,45.6677507",Fri Jul 24 13:57:32 +0000 2020,,,http://dlvr.it/RcHRxv,0,1286661796971991040,,,,en,"Varennes, Québec",false,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Fighting Stigma : Ireland must 'learn to live with Covid-19' - Taoiseach: Ireland must 'learn to live with Covid-19' - Taoiseach ... MICHEAL MARTIN has told the Irish people that they must ""learn to live"" with ... schools in September, why we're… https://t.co/tKvbIEzsuP",https://twitter.com/pairsonnalitesN/status/1286661796971991040,Wed Sep 15 15:55:47 +0000 2010,pairsonnalitesN,false,Ireland — Scotland — Inuit —  Svenska  | Keeping up-to-date on global exclusion — Stigmabase is a canadian internet non-profit Initiative,0,1484,1328,108,Ireland | Scotland | Inuit | Skandinavien,Stigmabase | NORDIC,pairsonnalitesN,787710,,https://edu.stigmabase.org/,false
"3.3536039,6.6401347",Fri Jul 24 13:58:34 +0000 2020,Repost,,https://www.instagram.com/p/CDBwAFgnJAY/?igshid=642lcvm6vwx4,2,1286662059694882817,,,,en,"Ikeja, Nigeria",false,1,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Show luv to a brother, go catch the new vibe from @BTivvvboy 🔊🔊🔊 HIT LINK PON HIS BIO 👋
#Repost @BTivvvboy (@get_repost)
・・・
The Pandemic has slowed alot of things down across all sectors, halting the plans of many… https://t.co/F1dm7uRteq",https://twitter.com/od_woods/status/1286662059694882817,Fri Oct 15 13:53:58 +0000 2010,od_woods,false,"Musician / filmmaker. Instagram @ODWOODS for Bookings +2349057377882 ,filmboy02@gmail.com WOODHOUSE ENT #WHE #BMW",5301,3410,1528,19,"Lagos, Nigeria. (In the woods)",My name is Od woods,od_woods,15878,,,false
"-77.0854,38.8914",Fri Jul 24 13:07:12 +0000 2020,pie cakelife cakephotography instacake cakelover pastrychef cheflife foodie stayathome foodphotography pielife pielove socialdistancing newnormal celebration dmvlife,,https://www.instagram.com/p/CDBqJIDJecR/?igshid=18cqo91v01t95,0,1286649131683938306,,,,en,"Arlington, VA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Strawberries - in the form of #pie 

#cakelife #cakephotography #instacake #cakelover #pastrychef #cheflife #foodie #stayathome #foodphotography #pielife #pielove #socialdistancing #newnormal #celebration #dmvlife… https://t.co/ioZrqxbM4G",https://twitter.com/pichetong/status/1286649131683938306,Tue Mar 02 22:19:14 +0000 2010,pichetong,false,"chef, food pimp, author, indie, baker, butcher, spelling bee, mama's boy, geek, original hipster, mr fix it, songwriter, occasional tv star, IG @pichetong",2658,3614,305,292,new york,pichet ong,pichetong,14667,,https://www.facebook.com/pichet.ong,false
"101.74222647,3.12416097",Fri Jul 24 13:22:22 +0000 2020,,,https://www.instagram.com/p/CDBr4Y-nPUR/?igshid=1ddnzc7tq6kr,0,1286652950241325058,,,,en,"Ulu Langat, Selangor",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Where is the love? Why do I feel like there's a lot of hate nowadays? I think with what's happening in the world right now with the covid-19 coronavirus pandemic, there should be more love in order to unite everyone… https://t.co/dfuSBkD2rM",https://twitter.com/chrisrevon/status/1286652950241325058,Fri Aug 01 18:14:11 +0000 2008,chrisrevon,false,"filmmaker photographer screenwriter #ChristopherRevon from US, now based in #Asia. I need your support 4 my photo and video project #China https://t.co/k5GvZrWcJg",365,810,2111,29,Now stuck in Malaysia,Chris Revon,chrisrevon,11606,,http://www.instagram.com/chrisrevon,false
"48.1170555,29.1572572",Fri Jul 24 13:14:52 +0000 2020,,,https://www.instagram.com/p/CDBrBXHBj0pHQUgVDZeK7FUi3yvvnWcWwneyos0/?igshid=4bf4rtbcxdrb,0,1286651060933844992,,,,en,"Al Mahboula, Kuwait",true,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Today’s Corona Report in the Kuwait 🇰🇼 @ Mahboula, State of Kuwait https://t.co/a68tizobbX",https://twitter.com/vikashsmart1986/status/1286651060933844992,Wed Oct 09 18:34:11 +0000 2013,vikashsmart1986,false,My tweets are my personal things & I am working with #Alghanim_International_General_Trading_and_Contracting_Company in Kuwait as a #Senior_Store_Incharge.,1328,113,463,0,"Al Mahboula, Kuwait",Vikash Ratnesh Chaudhary,vikashsmart1986,1355,,http://www.falghanim.com,false
"-2.11192344,57.14243799",Fri Jul 24 13:17:42 +0000 2020,,,https://www.instagram.com/p/CDBrWTBnbaT/?igshid=ezz1dxb213pt,0,1286651776406630402,,,,en,"Aberdeen, Scotland",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","👌 Post Lockdown Hair 👌

We are loving all the creativity with post lockdown looks. After 5 months of hair growth we opted for a soft Blonde Result with a base 9 on global application.

▪️Free Hand Bleaching technique… https://t.co/tQM4xaPoBD",https://twitter.com/ElleesHair/status/1286651776406630402,Tue Apr 29 23:04:27 +0000 2014,ElleesHair,false,Aberdeen Most Emerging Hair & Beauty Salon In Aberdeen. Award winning salon based in the City Centre.,85,419,887,3,aberdeen,Ellee's Hair Design,ElleesHair,2238,,http://www.ellees-aberdeen-hair-salon.co.uk/,false
"-2.18091488,53.00778835",Fri Jul 24 13:31:32 +0000 2020,StokeOnTrent,https://twitter.com/DailySTAFFS/status/1286655256307224576/photo/1,https://j.mp/2WSQG5d,0,1286655256307224576,,,,en,"Stoke-on-Trent, England",false,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Fly-tippers risk spreading Covid as 60 used face masks dumped on ##StokeOnTrent https://t.co/uVyyIYFJJH https://t.co/7ZHlEQQhO8,https://twitter.com/DailySTAFFS/status/1286655256307224576,Tue Aug 07 12:49:29 +0000 2012,DailySTAFFS,false,"Up to the minute news, weather, sport, and updates from the county of Staffordshire (Staffs), UK",1,2418,915,32,"Staffordshire, UK",STAFFORDSHIRE,DailySTAFFS,51208,,https://twitter.com/dailystaffs,false
"-73.47935661,45.6677507",Fri Jul 24 13:57:32 +0000 2020,,,http://Hotline.ie http://dlvr.it/RcHS0Q,0,1286661798137978881,,,,en,"Varennes, Québec",false,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Fighting Stigma : Clicks on child sex sites shot up 29% in lockdown: https://t.co/e2k7iuSRER is Ireland's primary channel for members of the public to register anonymous and confidential reports regarding potentially harmful content. https://t.co/Uv8TMEWzbW,https://twitter.com/pairsonnalitesN/status/1286661798137978881,Wed Sep 15 15:55:47 +0000 2010,pairsonnalitesN,false,Ireland — Scotland — Inuit —  Svenska  | Keeping up-to-date on global exclusion — Stigmabase is a canadian internet non-profit Initiative,0,1484,1328,108,Ireland | Scotland | Inuit | Skandinavien,Stigmabase | NORDIC,pairsonnalitesN,787710,,https://edu.stigmabase.org/,false
"-2.72403249,54.13728794",Fri Jul 24 13:01:18 +0000 2020,staysafe padi scuba stellardivers,,https://www.instagram.com/p/CDBpeE9Bemr/?igshid=1bdi5h8c42t7d,0,1286647645654720515,,,,en,"North West, England",false,1,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","The sun is out and the divers are cautiously enjoying lockdown easing, feels like normal is restoring #staysafe #padi #scuba #stellardivers @ Capernwray Diving @ Jackdaw Quarry https://t.co/W0T0lk68I4",https://twitter.com/StellarDivers/status/1286647645654720515,Fri Jun 07 08:55:36 +0000 2013,StellarDivers,false,"We love to scuba dive, we love the fun it brings & we want you to feel the same. We are Lincolnshires favourite & only full time PADI 5 Star IDC Dive Centre.",388,3815,2529,39,"Lincoln, UK",The Dive Team,StellarDivers,2020,,http://www.stellardivers.co.uk,false
"124.61433621,11.00649907",Fri Jul 24 13:51:33 +0000 2020,WeThankU,,https://www.instagram.com/p/CDBvN-sBQaZ/?igshid=gw3mv5hygtof,98,1286660293951737860,,,,en,"Ormoc City, Eastern Visayas",false,4,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","It is a privilege to be safe with my family while serving the people of Ormoc City during this pandemic. I have so much respect and appreciation for my fellow responders. From my family and I, #WeThankU for your… https://t.co/VTNyAS62yz",https://twitter.com/1richardgomez1/status/1286660293951737860,Sun May 16 00:17:28 +0000 2010,1richardgomez1,false,"dpa, mba, actor, national athlete, director, photographer, loving husband, father to juliana, progressive thinker.",43,392226,317,428,,richard gomez,1richardgomez1,12805,,http://richardgomez.com.ph,false
